"Datum","Land","Wert","Verzeichnis","Haupttyp"
"2012-11-26","Singapur",12370,"GKV","3"
"2012-11-27","Frankreich",35000,"GKV","0"
"2012-11-28","Südafrika",2500,"ML (GKV)","1"
"2012-11-26","China",44734,"GKV","3"
"2012-11-26","China",3000000,"GKV","1"
"2012-11-26","Indien",19882,"GKV","2"
"2012-11-26","Tschechien",3500,"GKV","5"
"2012-11-26","Singapur",389000,"GKV","3"
"2012-11-26","Israel",10720,"GKV","2"
"2012-11-27","Mexiko",863280,"GKV","6"
"2012-11-27","Mexiko",701703,"GKV","6"
"2012-11-27","Frankreich",639,"5.1","1"
"2012-11-28","Italien",67,"ML (GKV)","11"
"2012-11-27","Russland",167318,"GKV","2"
"2012-11-27","China",2100000,"GKV","2"
"2012-11-27","Südafrika",16867,"ML (GKV)","21"
"2012-11-27","Singapur",346000,"GKV","3"
"2012-11-27","Russland",457500,"GKV","2"
"2012-11-27","China",507200,"GKV","2"
"2012-11-28","Peru",148400,"ML (GKV)","15"
"2012-11-28","Russland",144560,"GKV","2"
"2012-11-28","Myanmar",7620,"5.1","1"
"2012-11-28","Myanmar",3600,"5.1","1"
"2012-11-28","Myanmar",12240,"5.1","1"
"2012-11-28","Myanmar",10300,"5.1","1"
"2012-11-28","Thailand",34900,"5.1","1"
"2012-11-28","Indien",800000,"GKV","2"
"2012-11-29","Ukraine",4900,"GKV","2"
"2012-11-29","Ukraine",3200,"GKV","2"
"2012-11-29","China",467540,"GKV","2"
"2012-11-29","Mexiko",6300,"5.1","1"
"2012-11-29","Indien",48000,"GKV","2"
"2012-11-29","China",14300,"GKV","1"
"2012-11-29","Saudi-Arabien",3910840,"GKV","6"
"2012-11-29","Indien",25000,"GKV","2"
"2012-11-29","Russland",410716,"GKV","2"
"2012-11-29","Russland",12000,"GKV","6"
"2012-11-29","China",2200000,"GKV","2"
"2012-12-03","Taiwan",9036,"GKV","2"
"2012-11-30","Österreich",199,"5.1","1"
"2012-11-30","Vietnam",3000,"GKV","5"
"2012-11-30","Serbien",2640,"GKV","2"
"2012-11-30","Serbien",2640,"GKV","2"
"2012-12-03","Philippinen",40495,"5.1","1"
"2012-12-03","China",1360000,"GKV","2"
"2012-12-03","Hong Kong",25700,"GKV","3"
"2012-12-03","China",165739,"GKV","2"
"2012-12-03","Ukraine",30000,"GKV","2"
"2012-12-05","China",16200,"GKV","3"
"2013-01-11","Thailand",62000,"ML (GKV)","4"
"2012-12-05","Ecuador",50749,"5.1","1"
"2012-12-05","Russland",290695,"GKV","2"
"2012-12-21","Saudi-Arabien",81830,"5.1","1"
"2012-12-05","Brasilien",167449,"GKV","2"
"2012-12-05","Israel",21315,"GKV","3"
"2012-12-06","China",284003,"GKV","2"
"2012-12-06","Hong Kong",8950,"GKV","6"
"2012-12-06","Südkorea",9772,"5.1","1"
"2012-12-06","Libyen",66550,"GKV","5"
"2012-12-06","Taiwan",29943,"GKV","2"
"2012-12-06","Russland",18558,"GKV","6"
"2012-12-06","Estland",341376,"GKV","2"
"2012-12-06","China",345856,"GKV","2"
"2012-12-06","Russland",196767,"GKV","2"
"2012-12-06","China",97700,"GKV","3"
"2012-12-06","Taiwan",244528,"GKV","2"
"2012-12-07","Chile",50,"GKV","5"
"2012-12-07","Russland",303420,"GKV","2"
"2012-12-07","Iran",5000,"unbekannt",""
"2012-12-07","Russland",351290,"GKV","2"
"2012-12-07","Hong Kong",6200,"GKV","3"
"2012-12-07","Nigeria",24000,"GKV","5"
"2012-12-10","Frankreich",539,"5.1","1"
"2012-12-11","Frankreich",50000,"GKV","0"
"2012-12-10","Australien",62830,"ML (GKV)","1"
"2012-12-10","China",4821,"GKV","2"
"2012-12-10","Indien",468644,"GKV","2"
"2012-12-11","China",11500,"GKV","3"
"2012-12-11","Singapur",77200,"GKV","3"
"2012-12-11","Indonesien",641000,"GKV","3"
"2012-12-12","China",159000,"GKV","3"
"2012-12-11","Russland",13646,"5.1","1"
"2012-12-11","Russland",13330,"5.1","1"
"2012-12-11","Thailand",12840,"5.1","1"
"2012-12-11","Argentinien",4360,"5.1","1"
"2012-12-11","Argentinien",4400,"5.1","1"
"2012-12-11","Russland",1066030,"GKV","2"
"2012-12-11","Dänemark",231,"5.1","1"
"2012-12-11","Russland",661320,"GKV","2"
"2012-12-11","Singapur",21900,"GKV","3"
"2012-12-11","Singapur",114400,"GKV","3"
"2012-12-12","Indonesien",280460,"GKV","6"
"2012-12-12","Estland",139390,"GKV","6"
"2012-12-12","Indien",1451115,"GKV","2"
"2012-12-12","China",195300,"GKV","3"
"2012-12-12","Russland",150000,"GKV","6"
"2012-12-12","China",440000,"GKV","2"
"2012-12-12","Macau",1147080,"GKV","5"
"2012-12-12","Indien",127500,"GKV","2"
"2012-12-12","Indien",13200,"GKV","2"
"2012-12-12","Litauen",459697,"GKV","2"
"2012-12-12","Indien",15224,"GKV","6"
"2012-12-12","Indien",335520,"GKV","3"
"2012-12-12","Russland",31750,"GKV","7"
"2012-12-13","Israel",270000,"GKV","2"
"2012-12-13","Indonesien",44332,"GKV","3"
"2012-12-13","Indonesien",44332,"GKV","3"
"2012-12-13","Ägypten",8838,"GKV","2"
"2012-12-13","Indien",42040,"GKV","3"
"2012-12-13","Indien",42040,"GKV","3"
"2012-12-19","Bosnien-Herzegowina",4250,"ML (GKV)","1"
"2012-12-13","China",470000,"GKV","2"
"2012-12-13","China",230000,"GKV","2"
"2012-12-13","Israel",5775,"GKV","1"
"2012-12-14","Hong Kong",6400,"GKV","3"
"2012-12-14","China",1015560,"GKV","6"
"2012-12-14","China",62400,"GKV","3"
"2012-12-14","China",863000,"GKV","2"
"2012-12-17","Tunesien",32513,"ChKV","0"
"2012-12-17","Belgien",105000,"ML (GKV)","18"
"2012-12-18","Thailand",8171,"ML (GKV)","1"
"2012-12-17","Russland",380396,"GKV","2"
"2012-12-17","Russland",410896,"GKV","2"
"2013-01-08","Kuba",5207,"GKV","2"
"2012-12-18","Taiwan",2892,"GKV","1"
"2012-12-18","Litauen",1000,"GKV","5"
"2012-12-19","China",1760000,"GKV","2"
"2012-12-19","Österreich",546,"5.1","1"
"2012-12-20","Taiwan",595889,"GKV","6"
"2012-12-19","Saudi-Arabien",6000,"ML (GKV)","14"
"2012-12-20","Deutschland",5940,"5.1","1"
"2012-12-20","Deutschland",1800,"5.1","1"
"2012-12-19","Estland",864000,"GKV","2"
"2012-12-20","Taiwan",227500,"GKV","3"
"2012-12-27","Brasilien",1690000,"GKV","2"
"2012-12-20","Brasilien",207692,"GKV","2"
"2012-12-20","Russland",785000,"GKV","2"
"2012-12-21","Vereinigte Arabische Emirate",112000,"GKV","6"
"2012-12-21","Vereinigte Arabische Emirate",80000,"ML (GKV)","15"
"2012-12-21","Russland",11700,"GKV","6"
"2012-12-21","Pakistan",6996,"GKV","2"
"2012-12-21","Serbien",220176,"GKV","6"
"2012-12-21","Russland",45580,"GKV","6"
"2012-12-21","Russland",31580,"GKV","6"
"2012-12-24","Deutschland",134,"ML (GKV)","11"
"2012-12-24","Frankreich",4000,"GKV","0"
"2012-12-24","China",402400,"GKV","2"
"2012-12-24","China",17500000,"GKV","2"
"2012-12-27","Hong Kong",254000,"GKV","3"
"2012-12-27","Deutschland",300,"5.1","1"
"2012-12-27","Malaysia",37771,"GKV","5"
"2013-01-03","Frankreich",416,"5.1","1"
"2013-01-04","Frankreich",481,"5.1","1"
"2013-01-04","Frankreich",1054000,"GKV","2"
"2013-01-04","China",598112,"GKV","2"
"2013-01-04","China",658244,"GKV","2"
"2013-01-04","China",268546,"GKV","2"
"2013-01-07","Hong Kong",621000,"GKV","3"
"2013-01-08","Indonesien",274968,"GKV","6"
"2013-01-08","Italien",461,"5.1","1"
"2013-03-21","China",180000,"GKV","1"
"2013-01-08","Norwegen",461,"5.1","1"
"2013-01-08","Deutschland",3865,"5.1","1"
"2013-01-08","Hong Kong",401000,"GKV","3"
"2013-01-08","Singapur",4200,"GKV","1"
"2013-01-09","Südafrika",151596,"GKV","7"
"2013-01-09","Indien",92160,"GKV","5"
"2013-01-17","Deutschland",580,"5.2","2"
"2013-01-09","Frankreich",24000,"GKV","0"
"2013-01-09","Israel",31070,"GKV","7"
"2013-01-09","China",197926,"GKV","2"
"2013-01-09","Schweiz",20,"GKV","1"
"2013-01-10","China",221645,"GKV","2"
"2013-01-10","China",306011,"GKV","2"
"2013-01-10","Estland",1728000,"GKV","2"
"2013-01-10","USA",12000,"GKV","0"
"2013-01-10","Sri Lanka",52020,"GKV","3"
"2013-01-10","Indien",13300,"5.1","1"
"2013-01-10","Indonesien",107730,"ML (GKV)","10"
"2013-01-10","Angola",71962,"ML (GKV)","10"
"2013-01-10","China",341760,"GKV","2"
"2013-01-11","China",205000,"GKV","2"
"2013-01-11","China",479380,"GKV","2"
"2013-01-11","China",178081,"GKV","2"
"2013-01-11","China",500000,"GKV","2"
"2013-01-11","China",411000,"GKV","2"
"2013-01-11","Taiwan",9340,"GKV","1"
"2013-01-14","Algerien",625000,"5.2","2"
"2013-01-14","Indien",1419,"5.1","1"
"2013-01-14","Indien",1253,"5.1","1"
"2013-01-24","Libanon",130407,"GKV","5"
"2013-01-14","Ägypten",2926,"GKV","2"
"2013-01-14","Russland",384810,"GKV","2"
"2013-01-14","Indien",7378,"GKV","6"
"2013-01-15","Südafrika",500,"5.1","1"
"2013-01-15","Kuba",10173,"GKV","2"
"2013-01-15","China",600324,"GKV","2"
"2013-01-15","China",19223,"GKV","2"
"2013-01-15","Hong Kong",7130,"GKV","3"
"2013-01-16","China",212882,"GKV","2"
"2013-01-18","Katar",12000,"GKV","2"
"2013-01-16","Brasilien",240704,"GKV","2"
"2013-01-16","Singapur",30000,"GKV","6"
"2013-01-16","Brasilien",178857,"GKV","2"
"2013-01-17","China",750000,"GKV","2"
"2013-01-16","Ägypten",4054,"GKV","2"
"2013-01-16","Brasilien",229986,"GKV","2"
"2013-01-16","China",393367,"GKV","2"
"2013-01-17","Vereinigte Arabische Emirate",63844,"ML (GKV)","14"
"2013-01-17","China",572499,"GKV","6"
"2013-01-17","China",572499,"GKV","6"
"2013-01-24","China",950000,"GKV","2"
"2013-01-17","Thailand",5935,"GKV","3"
"2013-01-17","Thailand",95871,"GKV","3"
"2013-01-17","Hong Kong",35600,"GKV","3"
"2013-01-17","Serbien",23200,"GKV","6"
"2013-01-17","Serbien",180,"GKV","6"
"2013-01-17","Brasilien",181380,"GKV","2"
"2013-01-17","Vereinigte Arabische Emirate",12400,"GKV","6"
"2013-01-18","Malaysia",6449,"5.1","1"
"2013-01-18","Rumänien",6600,"GKV","2"
"2013-02-04","Indien",56832,"GKV","9"
"2013-01-18","Russland",887435,"GKV","2"
"2013-01-18","Russland",892435,"GKV","2"
"2013-01-18","Italien",3553,"ML (GKV)","9"
"2013-01-18","Italien",6071,"ML (GKV)","9"
"2013-01-18","China",102300,"GKV","3"
"2013-01-18","Singapur",38400,"ML (GKV)","10"
"2013-01-21","Ägypten",5713,"GKV","2"
"2013-01-21","Indien",3650000,"GKV","2"
"2013-01-15","Iran",4992,"unbekannt",""
"2013-01-21","Brasilien",187443,"GKV","2"
"2013-01-21","Taiwan",4668,"GKV","2"
"2013-01-21","Thailand",2500,"GKV","5"
"2013-01-22","Deutschland",4255,"5.1","1"
"2013-01-22","China",24200,"GKV","3"
"2013-01-22","Südafrika",14310,"GKV","5"
"2013-01-22","Ägypten",26759,"GKV","2"
"2013-01-22","Mexiko",162000,"GKV","2"
"2013-01-22","Indien",67,"ML (GKV)","11"
"2013-01-22","Russland",396380,"GKV","2"
"2013-01-22","Brasilien",260217,"ML (GKV)","10"
"2013-01-22","Ecuador",26021,"ML (GKV)","10"
"2013-01-22","Russland",265435,"GKV","2"
"2013-01-23","Iran",42,"unbekannt",""
"2013-01-23","Russland",388941,"GKV","2"
"2013-01-23","Singapur",41800,"GKV","3"
"2013-01-23","Singapur",7800,"GKV","3"
"2013-01-23","Deutschland",4901,"5.1","1"
"2013-01-23","Brasilien",5000000,"ML (GKV)","22"
"2013-01-24","Südafrika",20940,"GKV","2"
"2013-01-24","China",425650,"GKV","2"
"2013-01-24","Botswana",29318,"GKV","5"
"2013-01-24","China",1,"GKV","9"
"2013-01-24","Malaysia",1341305,"GKV","2"
"2013-01-24","Malaysia",1,"GKV","2"
"2013-01-25","Bulgarien",702000,"GKV","2"
"2013-01-25","Israel",5775,"GKV","1"
"2013-01-28","Russland",144000,"GKV","6"
"2013-01-28","Russland",144000,"GKV","6"
"2013-01-28","Russland",289702,"GKV","2"
"2013-01-28","Frankreich",492400,"GKV","2"
"2013-01-28","Mexiko",360649,"GKV","2"
"2013-01-29","Malaysia",44200,"GKV","3"
"2013-01-30","Deutschland",67,"ML (GKV)","21"
"2013-01-30","China",12628,"5.1","1"
"2013-01-30","Russland",949046,"GKV","2"
"2013-01-30","Russland",578467,"GKV","2"
"2013-01-30","Russland",477157,"GKV","2"
"2013-01-30","USA",50,"5.1","1"
"2013-01-30","Russland",663000,"GKV","2"
"2013-01-31","Chile",64000,"GKV","6"
"2013-01-31","Indien",167387,"GKV","6"
"2013-01-31","Hong Kong",4210,"5.1","1"
"2013-01-31","Kenia",41850,"ML (GKV)","4"
"2013-01-31","Israel",665820,"GKV","2"
"2013-02-01","Südafrika",105000,"ML (GKV)","18"
"2013-02-01","Südkorea",574,"5.1","1"
"2013-02-01","Russland",27100,"GKV","1"
"2013-02-04","Deutschland",67,"ML (GKV)","21"
"2013-02-04","Sambia",1785,"5.1","1"
"2013-02-08","Iran",56900,"unbekannt",""
"2013-02-04","China",74342,"GKV","2"
"2013-02-04","Indien",234638,"GKV","2"
"2013-02-04","China",750000,"GKV","2"
"2013-02-04","China",203698,"GKV","2"
"2013-02-04","Russland",242703,"GKV","2"
"2013-02-04","China",124395,"GKV","2"
"2013-02-05","China",1564092,"GKV","2"
"2013-02-05","China",55000,"GKV","6"
"2013-02-05","Vereinigte Arabische Emirate",3615,"ML (GKV)","1"
"2013-02-05","China",98280,"GKV","5"
"2013-02-05","Brasilien",198400,"GKV","6"
"2013-02-05","Brasilien",314323,"GKV","6"
"2013-02-05","China",900000,"GKV","2"
"2013-02-06","Indien",518750,"GKV","2"
"2013-02-06","Indien",518750,"GKV","2"
"2013-02-06","Indonesien",50,"GKV","5"
"2013-02-06","Vereinigte Arabische Emirate",7892,"ML (GKV)","1"
"2013-02-06","Iran",5428,"unbekannt",""
"2013-02-06","Russland",203360,"GKV","6"
"2013-02-06","China",213338,"GKV","2"
"2013-02-06","Grossbritannien",56250,"ML (GKV)","11"
"2013-02-06","Israel",96550,"ML (GKV)","10"
"2013-02-06","Ungarn",1700,"ML (GKV)","16"
"2013-02-07","China",1365000,"GKV","2"
"2013-02-07","Vereinigte Arabische Emirate",4481,"ML (GKV)","1"
"2013-02-07","Slowenien",35070,"5.2","2"
"2013-02-07","Deutschland",840,"5.1","1"
"2013-02-07","Russland",272977,"GKV","2"
"2013-02-07","China",488000,"GKV","2"
"2013-02-08","China",1345000,"GKV","2"
"2013-02-08","Indien",1102,"5.1","1"
"2013-02-20","Indonesien",19660,"5.1","1"
"2013-02-08","Indien",1102,"5.1","1"
"2013-02-08","Indien",1015,"5.1","1"
"2013-02-08","Brasilien",6,"ML (GKV)","11"
"2013-02-08","Indien",898820,"GKV","5"
"2013-02-15","Russland",861875,"GKV","2"
"2013-02-15","Russland",355414,"GKV","2"
"2013-02-11","China",153640,"GKV","6"
"2013-02-11","Libyen",1156453,"GKV","5"
"2013-02-11","Thailand",2500,"GKV","2"
"2013-02-11","Russland",2080000,"GKV","2"
"2013-02-11","Russland",53358,"GKV","2"
"2013-02-12","Saudi-Arabien",600,"ML (GKV)","1"
"2013-02-13","China",25200,"GKV","3"
"2013-02-13","Vereinigte Arabische Emirate",119226,"GKV","2"
"2013-02-13","Serbien",264000,"GKV","2"
"2013-02-14","Grossbritannien",250000,"GKV","0"
"2013-02-14","Grossbritannien",154000,"GKV","0"
"2013-02-14","Indien",25600,"GKV","5"
"2013-02-14","Saudi-Arabien",528,"5.1","1"
"2013-02-14","Israel",42232,"GKV","2"
"2013-02-14","USA",60000,"GKV","0"
"2013-02-14","Vereinigte Arabische Emirate",1604,"ML (GKV)","1"
"2013-02-14","Russland",151596,"GKV","7"
"2013-02-14","Marokko",1301160,"GKV","2"
"2013-02-14","Iran",1505,"unbekannt",""
"2013-02-14","Russland",2750000,"GKV","6"
"2013-02-15","Spanien",3000,"GKV","5"
"2013-02-15","Indien",7453,"ML (GKV)","1"
"2013-02-15","Indien",13327,"GKV","5"
"2013-02-15","Indien",10662,"GKV","5"
"2013-02-15","Indien",2660,"GKV","5"
"2013-02-15","Indien",18656,"GKV","5"
"2013-02-15","Brasilien",316672,"GKV","6"
"2013-02-15","Saudi-Arabien",802114,"GKV","2"
"2013-02-15","Indien",22410,"GKV","5"
"2013-02-18","Indien",2074,"5.1","1"
"2013-02-18","Neuseeland",1430,"5.1","1"
"2013-02-18","Israel",144338,"GKV","2"
"2013-02-18","Chile",1408000,"GKV","6"
"2013-02-18","Russland",215082,"GKV","2"
"2013-02-18","Russland",215082,"GKV","2"
"2013-02-19","Vereinigte Arabische Emirate",14575,"ML (GKV)","1"
"2013-02-19","Deutschland",18400,"5.2","2"
"2013-03-11","Kolumbien",27646,"ML (GKV)","1"
"2013-02-19","Estland",24000,"ML (GKV)","3"
"2013-02-19","Russland",55210,"GKV","2"
"2013-02-19","Kroatien",1301950,"GKV","2"
"2013-02-19","Estland",31900,"GKV","6"
"2013-02-19","Oman",27250,"GKV","2"
"2013-02-26","Libanon",78880,"GKV","6"
"2013-02-20","Vereinigte Arabische Emirate",8095,"ML (GKV)","1"
"2013-02-21","Indonesien",95414,"GKV","1"
"2013-02-21","Indien",32256,"5.1","1"
"2013-02-21","Russland",1,"5.1","1"
"2013-02-21","Russland",1700,"GKV","2"
"2013-02-21","Russland",16200,"GKV","2"
"2013-02-21","Russland",42100,"GKV","2"
"2013-02-21","Russland",245080,"GKV","2"
"2013-02-21","Russland",23200,"GKV","2"
"2013-02-21","Russland",4600,"GKV","2"
"2013-02-21","Russland",6600,"GKV","2"
"2013-02-21","Singapur",4200,"GKV","1"
"2013-02-21","Serbien",264000,"GKV","2"
"2013-02-22","Mexiko",3400,"GKV","5"
"2013-02-22","Thailand",466539,"GKV","6"
"2013-02-22","Taiwan",21004,"GKV","6"
"2013-02-22","Bahrain",7815,"ML (GKV)","1"
"2013-02-22","Taiwan",151596,"GKV","7"
"2013-02-25","China",128611,"GKV","2"
"2013-02-25","Indien",14700,"5.1","1"
"2013-02-25","Malaysia",245332,"GKV","2"
"2013-02-26","China",52725,"GKV","5"
"2013-02-26","Deutschland",1800,"5.1","1"
"2013-02-26","Deutschland",1800,"5.1","1"
"2013-02-27","Indonesien",33450,"GKV","2"
"2013-02-26","China",341353,"GKV","2"
"2013-02-27","Brasilien",6200,"GKV","6"
"2013-02-27","Brasilien",30000,"ML (GKV)","5"
"2013-02-27","Brasilien",15000,"GKV","6"
"2013-02-27","Malaysia",26850,"GKV","6"
"2013-02-27","Russland",87241,"GKV","2"
"2013-02-27","Russland",98542,"GKV","2"
"2013-02-27","Saudi-Arabien",1150000,"5.2","2"
"2013-02-27","Vereinigte Arabische Emirate",3000,"GKV","5"
"2013-02-27","Russland",128937,"GKV","2"
"2013-03-01","Algerien",1985000,"GKV","5"
"2013-02-28","China",256601,"GKV","2"
"2013-02-28","Vereinigte Arabische Emirate",3985,"5.1","1"
"2013-02-28","Russland",600,"5.1","1"
"2013-02-28","Brasilien",689649,"GKV","6"
"2013-02-28","Russland",454980,"GKV","6"
"2013-02-28","Deutschland",32486,"GKV","2"
"2013-03-01","China",210917,"GKV","2"
"2013-03-01","China",1224800,"GKV","2"
"2013-03-01","Hong Kong",231649,"GKV","2"
"2013-03-01","Indien",10750,"GKV","3"
"2013-03-01","Thailand",153400,"GKV","6"
"2013-03-01","China",172860,"GKV","2"
"2013-03-01","Bangladesh",13485,"GKV","6"
"2013-03-01","Bangladesh",17205,"GKV","6"
"2013-03-01","Bangladesh",22134,"GKV","6"
"2013-03-04","Bangladesh",18864,"GKV","2"
"2013-03-04","Peru",240000,"5.2","2"
"2013-03-04","Brasilien",464063,"GKV","6"
"2013-03-04","China",107407,"GKV","2"
"2013-03-11","China",968142,"GKV","2"
"2013-03-11","Chile",38100,"ML (GKV)","15"
"2013-03-11","Chile",47600,"ML (GKV)","15"
"2013-03-05","Brasilien",703245,"GKV","6"
"2013-03-07","Indien",3100,"GKV","2"
"2013-03-05","Pakistan",5895,"GKV","2"
"2013-03-06","Russland",835775,"GKV","2"
"2013-03-06","Kuwait",89806,"GKV","3"
"2013-03-06","Taiwan",46800,"GKV","6"
"2013-03-06","Taiwan",6900,"GKV","6"
"2013-03-06","Mexiko",77800,"GKV","6"
"2013-03-06","Vereinigte Arabische Emirate",21939,"5.1","1"
"2013-03-06","Island",73485,"GKV","3"
"2013-03-06","Libanon",489373,"GKV","5"
"2013-03-06","Slowakei",453986,"GKV","6"
"2013-03-07","Singapur",18000,"GKV","6"
"2013-03-07","China",50648,"GKV","3"
"2013-03-07","China",108000,"GKV","6"
"2013-03-07","Libanon",1101,"5.1","1"
"2013-03-07","Indien",1102,"5.1","1"
"2013-03-07","Indien",1102,"5.1","1"
"2013-03-07","Indien",1102,"5.1","1"
"2013-03-07","Singapur",6112,"ML (GKV)","11"
"2013-03-11","Russland",111460,"GKV","2"
"2013-03-19","Russland",111460,"GKV","2"
"2013-03-07","Indien",127500,"GKV","2"
"2013-03-08","Russland",364000,"GKV","2"
"2013-03-08","Malaysia",140000,"GKV","5"
"2013-03-08","Russland",4950000,"GKV","6"
"2013-03-08","Jemen",857500,"GKV","5"
"2013-03-08","Russland",527251,"GKV","2"
"2013-03-08","Indien",508421,"GKV","2"
"2013-03-11","Russland",374355,"GKV","2"
"2013-03-11","Russland",255792,"GKV","2"
"2013-03-12","Israel",635292,"GKV","2"
"2013-03-12","Philippinen",785000,"GKV","2"
"2013-03-12","Brasilien",533078,"GKV","6"
"2013-03-12","Thailand",166800,"GKV","2"
"2013-03-12","Israel",100,"ML (GKV)","1"
"2013-03-12","Katar",3277,"ML (GKV)","1"
"2013-03-12","Italien",24000,"GKV","2"
"2013-03-12","Indien",310860,"GKV","2"
"2013-03-12","China",355000,"GKV","6"
"2013-03-13","Bulgarien",499200,"GKV","2"
"2013-03-13","Indien",13686,"GKV","5"
"2013-03-13","Indonesien",19098,"ML (GKV)","10"
"2013-03-14","Kroatien",657265,"GKV","2"
"2013-03-13","Indien",8403,"GKV","5"
"2013-03-13","Südafrika",2200,"5.1","1"
"2013-03-13","China",523244,"GKV","2"
"2013-03-14","Israel",314960,"GKV","6"
"2013-03-14","Singapur",4200,"GKV","1"
"2013-03-14","Deutschland",188000,"ML (GKV)","18"
"2013-03-14","Botswana",8000000,"ML (GKV)","14"
"2013-03-14","Indonesien",38098,"ML (GKV)","10"
"2013-03-14","Israel",133650,"GKV","7"
"2013-03-14","Chile",23200,"GKV","6"
"2013-03-14","Brasilien",180884,"GKV","2"
"2013-03-14","Iran",456,"unbekannt",""
"2013-03-15","Russland",375226,"GKV","2"
"2013-03-15","Russland",371500,"GKV","2"
"2013-03-18","Frankreich",1950,"5.1","1"
"2013-03-18","Oman",5320,"5.1","1"
"2013-03-18","Oman",2940,"5.1","1"
"2013-03-18","Rumänien",717596,"GKV","2"
"2013-03-18","Brasilien",208846,"GKV","2"
"2013-03-19","China",530000,"GKV","2"
"2013-03-19","Weissrussland",180000,"GKV","2"
"2013-03-19","Taiwan",188000,"GKV","2"
"2013-03-19","Sudan",1,"ML (GKV)","4"
"2013-03-19","Sudan",1,"ML (GKV)","4"
"2013-03-20","Deutschland",421630,"GKV","2"
"2013-03-20","Ägypten",314960,"GKV","6"
"2013-03-20","Deutschland",279701,"ML (GKV)","5"
"2013-03-21","Frankreich",5220,"5.2","2"
"2013-03-21","Frankreich",8640,"5.2","2"
"2013-03-21","Katar",7720,"GKV","6"
"2013-03-21","Katar",26570,"GKV","6"
"2013-03-21","Taiwan",5500,"GKV","2"
"2013-03-21","Taiwan",76000,"GKV","2"
"2013-03-21","Taiwan",15000,"GKV","2"
"2013-03-21","Taiwan",8000,"GKV","2"
"2013-03-21","Taiwan",16550,"GKV","2"
"2013-03-21","China",202669,"GKV","2"
"2013-03-21","Kuwait",48000,"GKV","6"
"2013-03-21","Vietnam",31844120,"ML (GKV)","11"
"2013-03-21","Ägypten",295340,"GKV","2"
"2013-03-21","Ägypten",276130,"GKV","2"
"2013-03-21","China",196880,"GKV","2"
"2013-03-26","China",277925,"GKV","7"
"2013-03-22","Jordanien",1,"GKV","5"
"2013-03-22","Venezuela",1500,"GKV","5"
"2013-03-22","Estland",16500,"GKV","6"
"2013-03-22","Estland",8120,"GKV","6"
"2013-03-22","Frankreich",5220,"5.2","2"
"2013-03-22","Frankreich",8640,"5.2","2"
"2013-03-25","China",2705620,"GKV","2"
"2013-03-25","Deutschland",16126,"ML (GKV)","5"
"2013-03-25","Deutschland",177393,"GKV","2"
"2013-03-25","Malaysia",353600,"GKV","6"
"2013-03-25","China",59526,"GKV","5"
"2013-03-25","China",108637,"GKV","5"
"2013-03-26","Indonesien",9360,"ML (GKV)","10"
"2013-03-26","Hong Kong",256000,"GKV","2"
"2013-03-26","Weissrussland",677500,"GKV","2"
"2013-03-26","Weissrussland",217500,"GKV","7"
"2013-03-26","USA",32400,"GKV","2"
"2013-03-26","Angola",9360,"ML (GKV)","10"
"2013-03-26","China",180000,"GKV","2"
"2013-03-26","Brasilien",685000,"GKV","2"
"2013-03-26","China",2040000,"GKV","2"
"2013-03-26","Russland",577730,"GKV","2"
"2013-03-26","Indonesien",27850,"ML (GKV)","4"
"2013-03-26","Schweiz",1574,"ML (GKV)","1"
"2013-03-26","Schweiz",197,"ML (GKV)","3"
"2013-03-26","Angola",18720,"ML (GKV)","10"
"2013-03-26","Indonesien",9360,"ML (GKV)","10"
"2013-03-26","Indien",2425,"GKV","2"
"2013-04-02","Indien",13583,"5.1","1"
"2013-03-27","Indien",1446459,"GKV","2"
"2013-03-27","Russland",622806,"GKV","2"
"2013-03-27","Oman",80900,"GKV","3"
"2013-03-27","Vereinigte Arabische Emirate",5981,"5.1","1"
"2013-03-27","China",324000,"GKV","2"
"2013-03-27","China",36000,"GKV","2"
"2013-03-27","China",49848,"GKV","3"
"2013-03-27","China",600414,"GKV","2"
"2013-03-27","Kroatien",992890,"GKV","2"
"2013-03-27","Indien",2700000,"GKV","7"
"2013-03-28","China",321280,"GKV","2"
"2013-03-28","Brasilien",12000,"GKV","5"
"2013-03-28","Brasilien",1200,"GKV","5"
"2013-03-28","Slowenien",185000,"ML (GKV)","15"
"2013-03-28","Bosnien-Herzegowina",25000,"ML (GKV)","16"
"2013-04-02","Kuba",95866,"GKV","2"
"2013-04-02","Russland",520572,"GKV","6"
"2013-04-02","Estland",488222,"GKV","6"
"2013-04-02","USA",250,"ML (GKV)","18"
"2013-04-18","China",6498,"5.1","1"
"2013-04-18","China",2394,"5.1","1"
"2013-04-02","Malaysia",106468,"GKV","1"
"2013-04-03","Slowenien",180000,"GKV","2"
"2013-04-03","Slowenien",250000,"GKV","2"
"2013-04-03","Kuwait",24387,"5.1","1"
"2013-04-03","China",3372,"GKV","2"
"2013-04-03","Brasilien",1000,"ML (GKV)","13"
"2013-04-03","Katar",26570,"GKV","6"
"2013-04-03","Katar",7720,"GKV","6"
"2013-04-04","China",421439,"GKV","2"
"2013-04-04","Brasilien",316672,"GKV","6"
"2013-04-04","Singapur",41959,"GKV","3"
"2013-04-04","Ägypten",4108,"GKV","2"
"2013-04-04","Brasilien",150000,"GKV","2"
"2013-04-05","China",1330000,"GKV","2"
